#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.2000D+00   0.2000D+00
#    number density nb   [cm^-3]:   0.1000D+25   0.1000D+25
#    mass array mb         [amu]:   0.5486D-03   0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.1000D+01
#    mass   [amu]:   0.1007D+01
#    mass   [keV]:   0.9383D+06
#    energy [keV]:   0.1200D+05
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+25  0.2000D+00  0.2000D+00  0.6849D-01  0.6849D-01  0.3689D+00  0.2070D-01
# ab  =  0.3268E+02  0.6000E+05
# etab=  0.4561E-01  0.4561E-01
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
  3256   0.55817143E+04   0.2434279380439E-01   0.2425465577718E-04   0.2431853914861E-01
  3257   0.55834286E+04   0.2433680458074E-01   0.2424757062282E-04   0.2431255701012E-01
  3258   0.55851429E+04   0.2433081851368E-01   0.2424048970595E-04   0.2430657802397E-01
  3259   0.55868571E+04   0.2432483560067E-01   0.2423341302276E-04   0.2430060218765E-01
  3260   0.55885714E+04   0.2431885583920E-01   0.2422634056941E-04   0.2429462949863E-01
  3261   0.55902857E+04   0.2431287922674E-01   0.2421927234206E-04   0.2428865995439E-01
  3262   0.55920000E+04   0.2430690576077E-01   0.2421220833693E-04   0.2428269355243E-01
  3263   0.55937143E+04   0.2430093527838E-01   0.2420514855016E-04   0.2427673012983E-01
  3264   0.55954286E+04   0.2429496809769E-01   0.2419809297799E-04   0.2427077000472E-01
  3265   0.55971429E+04   0.2428900405596E-01   0.2419104161658E-04   0.2426481301435E-01
  3266   0.55988571E+04   0.2428304312002E-01   0.2418399446213E-04   0.2425885912556E-01
  3267   0.56005714E+04   0.2427708534868E-01   0.2417695151087E-04   0.2425290839717E-01
  3268   0.56022857E+04   0.2427113070879E-01   0.2416991275899E-04   0.2424696079603E-01
  3269   0.56040000E+04   0.2426517919783E-01   0.2416287820270E-04   0.2424101631963E-01
  3270   0.56057143E+04   0.2425923081333E-01   0.2415584783824E-04   0.2423507496549E-01
  3271   0.56074286E+04   0.2425328555277E-01   0.2414882166182E-04   0.2422913673111E-01
  3272   0.56091429E+04   0.2424734341368E-01   0.2414179966967E-04   0.2422320161401E-01
  3273   0.56108571E+04   0.2424140440652E-01   0.2413479481829E-04   0.2421726961170E-01
  3274   0.56125714E+04   0.2423546850284E-01   0.2412778114702E-04   0.2421134072170E-01
  3275   0.56142857E+04   0.2422953571317E-01   0.2412077164884E-04   0.2420541494153E-01
  3276   0.56160000E+04   0.2422360603503E-01   0.2411376631998E-04   0.2419949226871E-01
  3277   0.56177143E+04   0.2421767946592E-01   0.2410676515669E-04   0.2419357270076E-01
  3278   0.56194286E+04   0.2421175600338E-01   0.2409976815523E-04   0.2418765623523E-01
  3279   0.56211429E+04   0.2420583564494E-01   0.2409277531187E-04   0.2418174286962E-01
  3280   0.56228571E+04   0.2419991838812E-01   0.2408578662285E-04   0.2417583260149E-01
  3281   0.56245714E+04   0.2419400423045E-01   0.2407880208446E-04   0.2416992542837E-01
  3282   0.56262857E+04   0.2418809316947E-01   0.2407182169295E-04   0.2416402134778E-01
  3283   0.56280000E+04   0.2418218520273E-01   0.2406484544461E-04   0.2415812035728E-01
  3284   0.56297143E+04   0.2417628032775E-01   0.2405787333572E-04   0.2415222245441E-01
  3285   0.56314286E+04   0.2417037854208E-01   0.2405090536257E-04   0.2414632763671E-01
  3286   0.56331429E+04   0.2416447984326E-01   0.2404394152145E-04   0.2414043590174E-01
  3287   0.56348571E+04   0.2415858422885E-01   0.2403698180864E-04   0.2413454724704E-01
  3288   0.56365714E+04   0.2415269159649E-01   0.2403002622046E-04   0.2412866157027E-01
  3289   0.56382857E+04   0.2414680214344E-01   0.2402307475320E-04   0.2412277906868E-01
  3290   0.56400000E+04   0.2414091576744E-01   0.2401612740318E-04   0.2411689964004E-01
  3291   0.56417143E+04   0.2413503246606E-01   0.2400918416670E-04   0.2411102328189E-01
  3292   0.56434286E+04   0.2412915223686E-01   0.2400224504009E-04   0.2410514999182E-01
  3293   0.56451429E+04   0.2412327507740E-01   0.2399531001965E-04   0.2409927976738E-01
  3294   0.56468571E+04   0.2411740098525E-01   0.2398837910173E-04   0.2409341260615E-01
  3295   0.56485714E+04   0.2411152995797E-01   0.2398145228265E-04   0.2408754850569E-01
  3296   0.56502857E+04   0.2410566199314E-01   0.2397452955875E-04   0.2408168746358E-01
  3297   0.56520000E+04   0.2409979708833E-01   0.2396761092636E-04   0.2407582947740E-01
  3298   0.56537143E+04   0.2409393524111E-01   0.2396069638182E-04   0.2406997454473E-01
  3299   0.56554286E+04   0.2408807644906E-01   0.2395378592149E-04   0.2406412266314E-01
  3300   0.56571429E+04   0.2408222070977E-01   0.2394687954173E-04   0.2405827383023E-01
  3301   0.56588571E+04   0.2407636802082E-01   0.2393997723887E-04   0.2405242804358E-01
  3302   0.56605714E+04   0.2407051828017E-01   0.2393307900928E-04   0.2404658520117E-01
  3303   0.56622857E+04   0.2406467168455E-01   0.2392618484934E-04   0.2404074549970E-01
  3304   0.56640000E+04   0.2405882813204E-01   0.2391929475541E-04   0.2403490883728E-01
  3305   0.56657143E+04   0.2405298762021E-01   0.2391240872387E-04   0.2402907521149E-01
  3306   0.56674286E+04   0.2404715014668E-01   0.2390552675109E-04   0.2402324461993E-01
  3307   0.56691429E+04   0.2404131570904E-01   0.2389864883345E-04   0.2401741706020E-01
  3308   0.56708571E+04   0.2403548430489E-01   0.2389177496734E-04   0.2401159252992E-01
  3309   0.56725714E+04   0.2402965593183E-01   0.2388490514916E-04   0.2400577102668E-01
  3310   0.56742857E+04   0.2402383058747E-01   0.2387803937529E-04   0.2399995254810E-01
  3311   0.56760000E+04   0.2401800826942E-01   0.2387117764214E-04   0.2399413709178E-01
  3312   0.56777143E+04   0.2401218897529E-01   0.2386431994612E-04   0.2398832465535E-01
  3313   0.56794286E+04   0.2400637270270E-01   0.2385746628362E-04   0.2398251523642E-01
  3314   0.56811429E+04   0.2400055944925E-01   0.2385061665108E-04   0.2397670883260E-01
  3315   0.56828571E+04   0.2399474917925E-01   0.2384377104489E-04   0.2397090540821E-01
  3316   0.56845714E+04   0.2398894195705E-01   0.2383692946149E-04   0.2396510502759E-01
  3317   0.56862857E+04   0.2398313774687E-01   0.2383009189728E-04   0.2395930765497E-01
  3318   0.56880000E+04   0.2397733654632E-01   0.2382325834872E-04   0.2395351328797E-01
  3319   0.56897143E+04   0.2397153835304E-01   0.2381642881223E-04   0.2394772192422E-01
  3320   0.56914286E+04   0.2396574316465E-01   0.2380960328425E-04   0.2394193356137E-01
  3321   0.56931429E+04   0.2395995097879E-01   0.2380278176122E-04   0.2393614819703E-01
  3322   0.56948571E+04   0.2395416179310E-01   0.2379596423959E-04   0.2393036582886E-01
  3323   0.56965714E+04   0.2394837560522E-01   0.2378915071581E-04   0.2392458645450E-01
  3324   0.56982857E+04   0.2394259241277E-01   0.2378234118633E-04   0.2391881007159E-01
  3325   0.57000000E+04   0.2393681221342E-01   0.2377553564762E-04   0.2391303667777E-01
  3326   0.57017143E+04   0.2393103500480E-01   0.2376873409613E-04   0.2390726627070E-01
  3327   0.57034286E+04   0.2392526062582E-01   0.2376193652833E-04   0.2390149868929E-01
  3328   0.57051429E+04   0.2391948939145E-01   0.2375514294071E-04   0.2389573424851E-01
  3329   0.57068571E+04   0.2391372114077E-01   0.2374835332973E-04   0.2388997278744E-01
  3330   0.57085714E+04   0.2390795587143E-01   0.2374156769188E-04   0.2388421430373E-01
  3331   0.57102857E+04   0.2390219358108E-01   0.2373478602362E-04   0.2387845879506E-01
  3332   0.57120000E+04   0.2389643426739E-01   0.2372800832147E-04   0.2387270625907E-01
  3333   0.57137143E+04   0.2389067792802E-01   0.2372123458191E-04   0.2386695669344E-01
  3334   0.57154286E+04   0.2388492456064E-01   0.2371446480143E-04   0.2386121009584E-01
  3335   0.57171429E+04   0.2387917416291E-01   0.2370769897653E-04   0.2385546646394E-01
  3336   0.57188571E+04   0.2387342673251E-01   0.2370093710374E-04   0.2384972579540E-01
  3337   0.57205714E+04   0.2386768226710E-01   0.2369417917954E-04   0.2384398808792E-01
  3338   0.57222857E+04   0.2386194076436E-01   0.2368742520046E-04   0.2383825333915E-01
  3339   0.57240000E+04   0.2385620222196E-01   0.2368067516302E-04   0.2383252154680E-01
  3340   0.57257143E+04   0.2385046663760E-01   0.2367392906372E-04   0.2382679270853E-01
  3341   0.57274286E+04   0.2384473400894E-01   0.2366718689911E-04   0.2382106682204E-01
  3342   0.57291429E+04   0.2383900433368E-01   0.2366044866570E-04   0.2381534388501E-01
  3343   0.57308571E+04   0.2383327760949E-01   0.2365371436005E-04   0.2380962389513E-01
  3344   0.57325714E+04   0.2382755383408E-01   0.2364698397867E-04   0.2380390685010E-01
  3345   0.57342857E+04   0.2382183300513E-01   0.2364025751812E-04   0.2379819274761E-01
  3346   0.57360000E+04   0.2381611512033E-01   0.2363353497494E-04   0.2379248158535E-01
  3347   0.57377143E+04   0.2381040017738E-01   0.2362681634568E-04   0.2378677336104E-01
  3348   0.57394286E+04   0.2380468817399E-01   0.2362010162689E-04   0.2378106807236E-01
  3349   0.57411429E+04   0.2379897910784E-01   0.2361339081515E-04   0.2377536571703E-01
  3350   0.57428571E+04   0.2379327297665E-01   0.2360668390699E-04   0.2376966629275E-01
  3351   0.57445714E+04   0.2378756977812E-01   0.2359998089900E-04   0.2376396979722E-01
  3352   0.57462857E+04   0.2378186946154E-01   0.2359328178775E-04   0.2375827617976E-01
  3353   0.57480000E+04   0.2377617202259E-01   0.2358658656981E-04   0.2375258543602E-01
  3354   0.57497143E+04   0.2377047760820E-01   0.2357989524174E-04   0.2374689771296E-01
  3355   0.57514286E+04   0.2376478611732E-01   0.2357320780016E-04   0.2374121290952E-01
  3356   0.57531429E+04   0.2375909754767E-01   0.2356652424162E-04   0.2373553102343E-01
  3357   0.57548571E+04   0.2375341189697E-01   0.2355984456274E-04   0.2372985205240E-01
  3358   0.57565714E+04   0.2374772916293E-01   0.2355316876010E-04   0.2372417599417E-01
  3359   0.57582857E+04   0.2374204934328E-01   0.2354649683030E-04   0.2371850284645E-01
  3360   0.57600000E+04   0.2373637243576E-01   0.2353982876994E-04   0.2371283260699E-01
  3361   0.57617143E+04   0.2373069843808E-01   0.2353316457563E-04   0.2370716527351E-01
  3362   0.57634286E+04   0.2372502734799E-01   0.2352650424399E-04   0.2370150084375E-01
  3363   0.57651429E+04   0.2371935916321E-01   0.2351984777162E-04   0.2369583931544E-01
  3364   0.57668571E+04   0.2371369388149E-01   0.2351319515515E-04   0.2369018068633E-01
  3365   0.57685714E+04   0.2370803150055E-01   0.2350654639119E-04   0.2368452495416E-01
  3366   0.57702857E+04   0.2370237201815E-01   0.2349990147637E-04   0.2367887211667E-01
  3367   0.57720000E+04   0.2369671543202E-01   0.2349326040734E-04   0.2367322217162E-01
  3368   0.57737143E+04   0.2369106164127E-01   0.2348662318071E-04   0.2366757501808E-01
  3369   0.57754286E+04   0.2368541081228E-01   0.2347998979313E-04   0.2366193082249E-01
  3370   0.57771429E+04   0.2367976290145E-01   0.2347336024124E-04   0.2365628954121E-01
  3371   0.57788571E+04   0.2367411787789E-01   0.2346673452168E-04   0.2365065114337E-01
  3372   0.57805714E+04   0.2366847573936E-01   0.2346011263111E-04   0.2364501562673E-01
  3373   0.57822857E+04   0.2366283648362E-01   0.2345349456618E-04   0.2363938298905E-01
  3374   0.57840000E+04   0.2365720010842E-01   0.2344688032355E-04   0.2363375322809E-01
  3375   0.57857143E+04   0.2365156661152E-01   0.2344026989988E-04   0.2362812634162E-01
  3376   0.57874286E+04   0.2364593599070E-01   0.2343366329184E-04   0.2362250232741E-01
  3377   0.57891429E+04   0.2364030824372E-01   0.2342706049610E-04   0.2361688118322E-01
  3378   0.57908571E+04   0.2363468336834E-01   0.2342046150933E-04   0.2361126290683E-01
  3379   0.57925714E+04   0.2362906136234E-01   0.2341386632820E-04   0.2360564749601E-01
  3380   0.57942857E+04   0.2362344222350E-01   0.2340727494940E-04   0.2360003494855E-01
  3381   0.57960000E+04   0.2361782594958E-01   0.2340068736961E-04   0.2359442526221E-01
  3382   0.57977143E+04   0.2361221253836E-01   0.2339410358554E-04   0.2358881843478E-01
  3383   0.57994286E+04   0.2360660198764E-01   0.2338752359385E-04   0.2358321446404E-01
  3384   0.58011429E+04   0.2360099429518E-01   0.2338094739127E-04   0.2357761334779E-01
  3385   0.58028571E+04   0.2359538945878E-01   0.2337437497447E-04   0.2357201508380E-01
  3386   0.58045714E+04   0.2358978747621E-01   0.2336780634018E-04   0.2356641966987E-01
  3387   0.58062857E+04   0.2358418834528E-01   0.2336124148509E-04   0.2356082710379E-01
  3388   0.58080000E+04   0.2357859206377E-01   0.2335468040592E-04   0.2355523738336E-01
  3389   0.58097143E+04   0.2357299862947E-01   0.2334812309939E-04   0.2354965050638E-01
  3390   0.58114286E+04   0.2356740804019E-01   0.2334156956222E-04   0.2354406647063E-01
  3391   0.58131429E+04   0.2356182029372E-01   0.2333501979112E-04   0.2353848527393E-01
  3392   0.58148571E+04   0.2355623538786E-01   0.2332847378283E-04   0.2353290691408E-01
  3393   0.58165714E+04   0.2355065332042E-01   0.2332193153409E-04   0.2352733138888E-01
  3394   0.58182857E+04   0.2354507393195E-01   0.2331539304161E-04   0.2352175853891E-01
  3395   0.58200000E+04   0.2353949753460E-01   0.2330885830215E-04   0.2351618867630E-01
  3396   0.58217143E+04   0.2353392396909E-01   0.2330232731244E-04   0.2351062164177E-01
  3397   0.58234286E+04   0.2352835323322E-01   0.2329580006923E-04   0.2350505743315E-01
  3398   0.58251429E+04   0.2352278532482E-01   0.2328927656928E-04   0.2349949604825E-01
  3399   0.58268571E+04   0.2351722024170E-01   0.2328275680934E-04   0.2349393748489E-01
  3400   0.58285714E+04   0.2351165798168E-01   0.2327624078616E-04   0.2348838174089E-01
  3401   0.58302857E+04   0.2350609854257E-01   0.2326972849650E-04   0.2348282881408E-01
  3402   0.58320000E+04   0.2350054192222E-01   0.2326321993714E-04   0.2347727870228E-01
  3403   0.58337143E+04   0.2349498811842E-01   0.2325671510484E-04   0.2347173140332E-01
  3404   0.58354286E+04   0.2348943712903E-01   0.2325021399637E-04   0.2346618691503E-01
  3405   0.58371429E+04   0.2348388895186E-01   0.2324371660851E-04   0.2346064523525E-01
  3406   0.58388571E+04   0.2347834358475E-01   0.2323722293805E-04   0.2345510636181E-01
  3407   0.58405714E+04   0.2347280102553E-01   0.2323073298176E-04   0.2344957029255E-01
  3408   0.58422857E+04   0.2346726127204E-01   0.2322424673642E-04   0.2344403702531E-01
  3409   0.58440000E+04   0.2346172432212E-01   0.2321776419885E-04   0.2343850655792E-01
  3410   0.58457143E+04   0.2345619017361E-01   0.2321128536582E-04   0.2343297888824E-01
  3411   0.58474286E+04   0.2345065884468E-01   0.2320483057139E-04   0.2342745401411E-01
  3412   0.58491429E+04   0.2344513029247E-01   0.2319835908314E-04   0.2342193193338E-01
  3413   0.58508571E+04   0.2343960453519E-01   0.2319189129000E-04   0.2341641264390E-01
  3414   0.58525714E+04   0.2343408157071E-01   0.2318542718878E-04   0.2341089614352E-01
  3415   0.58542857E+04   0.2342856139688E-01   0.2317896677627E-04   0.2340538243010E-01
  3416   0.58560000E+04   0.2342304401155E-01   0.2317251004931E-04   0.2339987150150E-01
  3417   0.58577143E+04   0.2341752941257E-01   0.2316605700471E-04   0.2339436335556E-01
  3418   0.58594286E+04   0.2341201759781E-01   0.2315960763929E-04   0.2338885799017E-01
  3419   0.58611429E+04   0.2340650856512E-01   0.2315316194990E-04   0.2338335540317E-01
  3420   0.58628571E+04   0.2340100221451E-01   0.2314671993335E-04   0.2337785549458E-01
  3421   0.58645714E+04   0.2339549873947E-01   0.2314028158648E-04   0.2337235845789E-01
  3422   0.58662857E+04   0.2338999804010E-01   0.2313384690613E-04   0.2336686419320E-01
  3423   0.58680000E+04   0.2338450011428E-01   0.2312741588915E-04   0.2336137269839E-01
  3424   0.58697143E+04   0.2337900495986E-01   0.2312098853238E-04   0.2335588397133E-01
  3425   0.58714286E+04   0.2337351257473E-01   0.2311456483267E-04   0.2335039800990E-01
  3426   0.58731429E+04   0.2336802295676E-01   0.2310814478688E-04   0.2334491481198E-01
  3427   0.58748571E+04   0.2336253610384E-01   0.2310172839186E-04   0.2333943437544E-01
  3428   0.58765714E+04   0.2335705201383E-01   0.2309531564446E-04   0.2333395669818E-01
  3429   0.58782857E+04   0.2335157068462E-01   0.2308890654157E-04   0.2332848177808E-01
  3430   0.58800000E+04   0.2334609211410E-01   0.2308250108004E-04   0.2332300961302E-01
  3431   0.58817143E+04   0.2334061630015E-01   0.2307609925674E-04   0.2331754020089E-01
  3432   0.58834286E+04   0.2333514324066E-01   0.2306970106856E-04   0.2331207353959E-01
  3433   0.58851429E+04   0.2332967293353E-01   0.2306330651237E-04   0.2330660962702E-01
  3434   0.58868571E+04   0.2332420537664E-01   0.2305691558506E-04   0.2330114846105E-01
  3435   0.58885714E+04   0.2331874056789E-01   0.2305052828350E-04   0.2329569003961E-01
  3436   0.58902857E+04   0.2331327840748E-01   0.2304414460459E-04   0.2329023426288E-01
  3437   0.58920000E+04   0.2330781908862E-01   0.2303776454522E-04   0.2328478132407E-01
  3438   0.58937143E+04   0.2330236251159E-01   0.2303138810229E-04   0.2327933112349E-01
  3439   0.58954286E+04   0.2329690867431E-01   0.2302501527270E-04   0.2327388365903E-01
  3440   0.58971429E+04   0.2329145757467E-01   0.2301864605335E-04   0.2326843892862E-01
  3441   0.58988571E+04   0.2328600921059E-01   0.2301228044115E-04   0.2326299693015E-01
  3442   0.59005714E+04   0.2328056355012E-01   0.2300591843302E-04   0.2325755763168E-01
  3443   0.59022857E+04   0.2327512065088E-01   0.2299956002586E-04   0.2325212109086E-01
  3444   0.59040000E+04   0.2326968048094E-01   0.2299320521659E-04   0.2324668727573E-01
  3445   0.59057143E+04   0.2326424303822E-01   0.2298685400215E-04   0.2324125618421E-01
  3446   0.59074286E+04   0.2325880832062E-01   0.2298050637943E-04   0.2323582781424E-01
  3447   0.59091429E+04   0.2325337632606E-01   0.2297416234540E-04   0.2323040216372E-01
  3448   0.59108571E+04   0.2324794705248E-01   0.2296782189695E-04   0.2322497923059E-01
  3449   0.59125714E+04   0.2324252049780E-01   0.2296148503106E-04   0.2321955901277E-01
  3450   0.59142857E+04   0.2323709665994E-01   0.2295515174463E-04   0.2321414150820E-01
  3451   0.59160000E+04   0.2323167553684E-01   0.2294882203463E-04   0.2320872671480E-01
  3452   0.59177143E+04   0.2322625712641E-01   0.2294249589798E-04   0.2320331463052E-01
  3453   0.59194286E+04   0.2322084142661E-01   0.2293617333165E-04   0.2319790525328E-01
  3454   0.59211429E+04   0.2321542843536E-01   0.2292985433259E-04   0.2319249858102E-01
  3455   0.59228571E+04   0.2321001815059E-01   0.2292353889776E-04   0.2318709461169E-01
  3456   0.59245714E+04   0.2320461057026E-01   0.2291722702411E-04   0.2318169334323E-01
  3457   0.59262857E+04   0.2319920569230E-01   0.2291091870861E-04   0.2317629477359E-01
  3458   0.59280000E+04   0.2319380351465E-01   0.2290461394822E-04   0.2317089890070E-01
  3459   0.59297143E+04   0.2318840403526E-01   0.2289831273992E-04   0.2316550572252E-01
  3460   0.59314286E+04   0.2318300725208E-01   0.2289201508068E-04   0.2316011523700E-01
  3461   0.59331429E+04   0.2317761316306E-01   0.2288572096747E-04   0.2315472744209E-01
  3462   0.59348571E+04   0.2317222176615E-01   0.2287943039729E-04   0.2314934233575E-01
  3463   0.59365714E+04   0.2316683286871E-01   0.2287314336710E-04   0.2314395972534E-01
  3464   0.59382857E+04   0.2316144684983E-01   0.2286685987391E-04   0.2313857998996E-01
  3465   0.59400000E+04   0.2315606351693E-01   0.2286057991469E-04   0.2313320293702E-01
  3466   0.59417143E+04   0.2315068286797E-01   0.2285430348646E-04   0.2312782856448E-01
  3467   0.59434286E+04   0.2314530490091E-01   0.2284803058619E-04   0.2312245687032E-01
  3468   0.59451429E+04   0.2313992961371E-01   0.2284176121091E-04   0.2311708785250E-01
  3469   0.59468571E+04   0.2313455700434E-01   0.2283549535760E-04   0.2311172150898E-01
  3470   0.59485714E+04   0.2312918707077E-01   0.2282923302328E-04   0.2310635783775E-01
  3471   0.59502857E+04   0.2312381981097E-01   0.2282297420496E-04   0.2310099683677E-01
  3472   0.59520000E+04   0.2311845522292E-01   0.2281671889965E-04   0.2309563850402E-01
  3473   0.59537143E+04   0.2311309330458E-01   0.2281046710438E-04   0.2309028283747E-01
  3474   0.59554286E+04   0.2310773405393E-01   0.2280421881616E-04   0.2308492983512E-01
  3475   0.59571429E+04   0.2310237746896E-01   0.2279797403202E-04   0.2307957949493E-01
  3476   0.59588571E+04   0.2309702354764E-01   0.2279173274900E-04   0.2307423181489E-01
  3477   0.59605714E+04   0.2309167228795E-01   0.2278549496411E-04   0.2306888679299E-01
  3478   0.59622857E+04   0.2308632368788E-01   0.2277926067440E-04   0.2306354442721E-01
  3479   0.59640000E+04   0.2308097774542E-01   0.2277302987691E-04   0.2305820471555E-01
  3480   0.59657143E+04   0.2307563445856E-01   0.2276680256867E-04   0.2305286765599E-01
  3481   0.59674286E+04   0.2307029382528E-01   0.2276057874673E-04   0.2304753324654E-01
  3482   0.59691429E+04   0.2306495584358E-01   0.2275435840815E-04   0.2304220148518E-01
  3483   0.59708571E+04   0.2305962051146E-01   0.2274814154998E-04   0.2303687236991E-01
  3484   0.59725714E+04   0.2305428782690E-01   0.2274192816925E-04   0.2303154589873E-01
  3485   0.59742857E+04   0.2304895778792E-01   0.2273571826305E-04   0.2302622206965E-01
  3486   0.59760000E+04   0.2304363039250E-01   0.2272951182842E-04   0.2302090088067E-01
  3487   0.59777143E+04   0.2303830563866E-01   0.2272330886244E-04   0.2301558232980E-01
  3488   0.59794286E+04   0.2303298352439E-01   0.2271710936218E-04   0.2301026641503E-01
  3489   0.59811429E+04   0.2302766404771E-01   0.2271091332470E-04   0.2300495313439E-01
  3490   0.59828571E+04   0.2302234710968E-01   0.2270472074709E-04   0.2299964238893E-01
  3491   0.59845714E+04   0.2301703290210E-01   0.2269853162641E-04   0.2299433437048E-01
  3492   0.59862857E+04   0.2301172132615E-01   0.2269234595976E-04   0.2298902898019E-01
  3493   0.59880000E+04   0.2300641237982E-01   0.2268616374421E-04   0.2298372621608E-01
  3494   0.59897143E+04   0.2300110606114E-01   0.2267998497686E-04   0.2297842607616E-01
  3495   0.59914286E+04   0.2299580236813E-01   0.2267380965480E-04   0.2297312855848E-01
  3496   0.59931429E+04   0.2299050126918E-01   0.2266763777512E-04   0.2296783363140E-01
  3497   0.59948571E+04   0.2298520282156E-01   0.2266146933492E-04   0.2296254135223E-01
  3498   0.59965714E+04   0.2297990699369E-01   0.2265530433131E-04   0.2295725168936E-01
  3499   0.59982857E+04   0.2297461378358E-01   0.2264914276138E-04   0.2295196464081E-01
  3500   0.60000000E+04   0.2296932318925E-01   0.2264298462225E-04   0.2294668020463E-01
  3501   0.60017143E+04   0.2296403520875E-01   0.2263682991103E-04   0.2294139837884E-01
  3502   0.60034286E+04   0.2295874984011E-01   0.2263067862483E-04   0.2293611916148E-01
  3503   0.60051429E+04   0.2295346708135E-01   0.2262453076077E-04   0.2293084255059E-01
  3504   0.60068571E+04   0.2294818693052E-01   0.2261838631598E-04   0.2292556854420E-01
  3505   0.60085714E+04   0.2294290938565E-01   0.2261224528757E-04   0.2292029714036E-01
  3506   0.60102857E+04   0.2293763434805E-01   0.2260610767267E-04   0.2291502824038E-01
  3507   0.60120000E+04   0.2293236200914E-01   0.2259997346842E-04   0.2290976203567E-01
  3508   0.60137143E+04   0.2292709227032E-01   0.2259384267195E-04   0.2290449842765E-01
  3509   0.60154286E+04   0.2292182512964E-01   0.2258771528040E-04   0.2289923741436E-01
  3510   0.60171429E+04   0.2291656058515E-01   0.2258159129091E-04   0.2289397899385E-01
  3511   0.60188571E+04   0.2291129863489E-01   0.2257547070061E-04   0.2288872316419E-01
  3512   0.60205714E+04   0.2290603927691E-01   0.2256935350668E-04   0.2288346992341E-01
  3513   0.60222857E+04   0.2290078250928E-01   0.2256323970623E-04   0.2287821926958E-01
  3514   0.60240000E+04   0.2289552833005E-01   0.2255712929644E-04   0.2287297120076E-01
  3515   0.60257143E+04   0.2289027673728E-01   0.2255102227446E-04   0.2286772571500E-01
  3516   0.60274286E+04   0.2288502772902E-01   0.2254491863744E-04   0.2286248281038E-01
  3517   0.60291429E+04   0.2287978130334E-01   0.2253881838256E-04   0.2285724248495E-01
  3518   0.60308571E+04   0.2287453745830E-01   0.2253272150698E-04   0.2285200473679E-01
  3519   0.60325714E+04   0.2286929619197E-01   0.2252662800786E-04   0.2284676956396E-01
  3520   0.60342857E+04   0.2286405750241E-01   0.2252053788238E-04   0.2284153696453E-01
  3521   0.60360000E+04   0.2285882138769E-01   0.2251445112773E-04   0.2283630693657E-01
  3522   0.60377143E+04   0.2285358784590E-01   0.2250836774106E-04   0.2283107947816E-01
  3523   0.60394286E+04   0.2284835687509E-01   0.2250228771957E-04   0.2282585458737E-01
  3524   0.60411429E+04   0.2284312847335E-01   0.2249621106045E-04   0.2282063226229E-01
  3525   0.60428571E+04   0.2283790263875E-01   0.2249013776088E-04   0.2281541250099E-01
  3526   0.60445714E+04   0.2283267936937E-01   0.2248406781805E-04   0.2281019530155E-01
  3527   0.60462857E+04   0.2282745866329E-01   0.2247800122915E-04   0.2280498066206E-01
  3528   0.60480000E+04   0.2282224051860E-01   0.2247193799139E-04   0.2279976858061E-01
  3529   0.60497143E+04   0.2281702493338E-01   0.2246587810197E-04   0.2279455905527E-01
  3530   0.60514286E+04   0.2281181190571E-01   0.2245982155809E-04   0.2278935208415E-01
  3531   0.60531429E+04   0.2280660143369E-01   0.2245376835695E-04   0.2278414766533E-01
  3532   0.60548571E+04   0.2280139351540E-01   0.2244771849577E-04   0.2277894579691E-01
  3533   0.60565714E+04   0.2279618799487E-01   0.2244167197177E-04   0.2277374632290E-01
  3534   0.60582857E+04   0.2279098517819E-01   0.2243562878215E-04   0.2276854954941E-01
  3535   0.60600000E+04   0.2278578490953E-01   0.2242958892414E-04   0.2276335532060E-01
  3536   0.60617143E+04   0.2278058718699E-01   0.2242355239496E-04   0.2275816363459E-01
  3537   0.60634286E+04   0.2277539200866E-01   0.2241751919183E-04   0.2275297448947E-01
  3538   0.60651429E+04   0.2277019937265E-01   0.2241148931199E-04   0.2274778788334E-01
  3539   0.60668571E+04   0.2276500927707E-01   0.2240546275267E-04   0.2274260381431E-01
  3540   0.60685714E+04   0.2275982172001E-01   0.2239943951110E-04   0.2273742228050E-01
  3541   0.60702857E+04   0.2275463669959E-01   0.2239341958452E-04   0.2273224328000E-01
  3542   0.60720000E+04   0.2274945421391E-01   0.2238740297017E-04   0.2272706681094E-01
  3543   0.60737143E+04   0.2274427426109E-01   0.2238138966530E-04   0.2272189287143E-01
  3544   0.60754286E+04   0.2273909683924E-01   0.2237537966715E-04   0.2271672145957E-01
  3545   0.60771429E+04   0.2273392194648E-01   0.2236937297298E-04   0.2271155257350E-01
  3546   0.60788571E+04   0.2272874958091E-01   0.2236336958003E-04   0.2270638621133E-01
  3547   0.60805714E+04   0.2272357974067E-01   0.2235736948557E-04   0.2270122237118E-01
  3548   0.60822857E+04   0.2271841242387E-01   0.2235137268685E-04   0.2269606105118E-01
  3549   0.60840000E+04   0.2271324762863E-01   0.2234537918115E-04   0.2269090224945E-01
